100 10000
15 56 48417.5
15 57 61110.2
15 58 55928.0
15 59 66751.8
15 60 53000.9
15 61 58962.7
15 62 23391.9
15 63 54119.6
15 64 42179.1
15 65 27490.4
15 66 23339.9
15 67 73990.7
15 68 29166.4
15 69 54302.4
15 70 23380.0
15 71 43309.9
15 72 82272.4
15 73 33975.7
15 74 36506.5
15 75 38830.6
15 76 53140.2
15 77 43950.7
15 78 45098.0
15 79 17754.6
15 80 40027.2
15 81 54279.9
15 82 25295.7
15 83 29175.5
15 84 53523.4
15 85 34906.9
15 86 11747.9
15 87 72800.2
15 88 24779.4
15 89 40006.8
15 90 47011.0
15 91 36095.7
15 92 19467.3
15 93 77027.3
15 94 27597.9
15 95 33901.8
15 96 37142.0
15 97 56161.0
15 98 49650.3
15 99 62661.1
16 0 48023.6
16 1 31366.9
16 2 51876.6
16 3 36327.0
16 4 55840.2
16 5 47732.3
16 6 45790.2
16 7 37567.1
16 8 33587.3
16 9 53873.7
16 10 14413.2
16 11 90126.9
16 12 25467.8
16 13 36782.1
16 14 49558.6
16 15 63961.1
16 16 0.0
16 17 30228.0
16 18 23698.3
16 19 24232.0
16 20 33053.1
16 21 27370.5
16 22 74057.6
16 23 38853.0
16 24 43426.8
16 25 17327.8
16 26 46098.1
16 27 47783.2
16 28 9266.3
16 29 28439.2
16 30 25576.7
16 31 28944.8
16 32 34466.9
16 33 79733.5
16 34 28208.6
16 35 64361.7
16 36 41341.0
16 37 24830.6
16 38 86032.0
16 39 42141.3
16 40 52666.5
16 41 54525.6
16 42 32380.8
16 43 30487.0
16 44 28475.5
16 45 40827.0
16 46 25795.1
16 47 33267.9
16 48 82695.1
16 49 19347.8
16 50 51442.7
16 51 68544.7
16 52 42074.1
16 53 17719.1
16 54 41330.5
16 55 23628.0
16 56 48879.2
16 57 54643.6
16 58 37044.2
16 59 46647.1
16 60 15311.8
16 61 8025.5
16 62 48989.6
16 63 26332.7
16 64 31072.6
16 65 58905.0
16 66 50746.3
16 67 82232.3
16 68 37841.7
16 69 42922.5
16 70 61680.1
16 71 21152.2
16 72 43536.5
16 73 44829.7
16 74 28898.9
16 75 26246.3
16 76 42023.2
16 77 40827.0
16 78 25993.9
16 79 63972.2
16 80 25097.7
16 81 42804.7
16 82 51624.5
16 83 43102.4
16 84 25276.7
16 85 29273.4
16 86 52213.2
16 87 54494.1
16 88 43425.5
16 89 30964.6
16 90 24280.8
16 91 33531.9
16 92 65135.4
16 93 26209.4
16 94 51073.2
16 95 44808.8
16 96 26821.8
16 97 14845.2
16 98 71186.4
16 99 75416.2
17 0 19261.2
17 1 1885.9
17 2 33868.0
17 3 49018.2
17 4 39545.0
17 5 29146.9
17 6 24796.1
17 7 15122.0
17 8 12693.9
17 9 31088.8
17 10 16026.1
17 11 73133.7
17 12 9975.3
17 13 14337.0
17 14 55096.0
17 15 41176.2
17 16 30228.0
17 17 0.0
17 18 31267.7
17 19 6977.4
17 20 11551.4
17 21 4592.5
17 22 51272.6
17 23 16068.0
17 24 44336.9
17 25 17683.0
17 26 51635.5
17 27 37227.0
17 28 28530.4
17 29 5939.9
17 30 9634.2
17 31 5491.2
17 32 34715.7
17 33 61565.7
17 34 5345.6
17 35 37839.6
17 36 25582.8
17 37 8119.5
17 38 64629.4
17 39 29652.3
17 40 36341.4
17 41 35719.3
17 42 11578.4
17 43 270.4
17 44 38468.1
17 45 36488.5
17 46 26214.4
17 47 11766.2
17 48 65701.8
17 49 30665.0
17 50 50410.8
17 51 47752.9
17 52 26980.7
17 53 27287.5
17 54 18545.5
17 55 33711.1
17 56 26385.1
17 57 37705.8
17 58 23459.8
17 59 52184.4
17 60 19267.8
17 61 27497.6
17 62 22255.1
17 63 14465.5
17 64 1014.3
17 65 32170.5
17 66 24011.8
17 67 60829.8
17 68 15396.6
17 69 25239.7
17 70 34945.5
17 71 9719.9
17 72 49320.4
17 73 17560.0
17 74 4983.3
17 75 7952.5
17 76 24077.5
17 77 35537.1
17 78 15427.8
17 79 38679.8
17 80 7549.2
17 81 25217.2
17 82 34430.9
17 83 16367.9
17 84 30814.1
17 85 6409.5
17 86 29428.3
17 87 43708.7
17 88 19226.3
17 89 15472.8
17 90 8948.5
17 91 7794.6
17 92 38417.8
17 93 40513.0
17 94 34603.9
17 95 17300.0
17 96 6352.1
17 97 22427.9
17 98 46512.5
17 99 50806.1
18 0 46201.7
18 1 32415.2
18 2 35621.9
18 3 58076.4
18 4 39071.6
18 5 59541.3
18 6 55190.4
18 7 31896.8
18 8 25862.2
18 9 46629.2
18 10 24569.8
18 11 103528.0
18 12 21359.8
18 13 31111.7
18 14 28436.9
18 15 56977.5
18 16 23698.3
18 17 31267.7
18 18 0.0
18 19 26674.7
18 20 26537.1
18 21 27561.5
18 22 60218.1
18 23 35399.6
18 24 22305.1
18 25 16011.1
18 26 24976.4
18 27 65753.7
18 28 16279.8
18 29 33846.6
18 30 22453.3
18 31 27083.9
18 32 14683.8
18 33 91960.0
18 34 26347.7
18 35 66662.1
18 36 55975.9
18 37 23851.0
18 38 95023.8
18 39 25842.2
18 40 66735.7
18 41 38271.0
18 42 25503.1
18 43 31526.7
18 44 8175.7
18 45 20633.1
18 46 42372.8
18 47 26751.9
18 48 96096.1
18 49 40180.6
18 50 30321.0
18 51 78147.3
18 52 57060.3
18 53 6655.7
18 54 37877.1
18 55 44361.7
18 56 56779.4
18 57 68100.1
18 58 51088.4
18 59 25525.4
18 60 30918.0
18 61 15916.8
18 62 47128.6
18 63 37796.1
18 64 31263.6
18 65 57044.0
18 66 48885.3
18 67 91224.1
18 68 32112.5
18 69 55634.1
18 70 59819.1
18 71 25158.5
18 72 64419.8
18 73 46981.8
18 74 27037.9
18 75 23436.8
18 76 54471.9
18 77 20633.1
18 78 16557.2
18 79 61746.5
18 80 24118.0
18 81 55611.5
18 82 35369.9
18 83 41241.5
18 84 4155.0
18 85 27049.7
18 86 47136.8
18 87 72464.6
18 88 41199.8
18 89 21416.5
18 90 33736.1
18 91 31670.9
18 92 62909.8
18 93 47958.8
18 94 34998.2
18 95 46721.9
18 96 24958.1
18 97 30529.5
18 98 75133.2
18 99 81200.4
19 0 24660.4
19 1 8124.9
19 2 33486.7
19 3 45803.4
19 4 39163.7
19 5 35250.9
19 6 30900.1
19 7 14740.8
19 8 10808.5
19 9 31047.4
19 10 10030.1
19 11 79237.7
19 12 5314.9
19 13 13955.7
19 14 50503.0
19 15 41134.8
19 16 24232.0
19 17 6977.4
19 18 26674.7
19 19 0.0
19 20 10226.8
19 21 3271.2
19 22 51231.2
19 23 16026.6
19 24 41118.3
19 25 12454.6
19 26 47042.5
19 27 43331.0
19 28 23862.1
19 29 9556.3
19 30 5008.3
19 31 5953.7
19 32 31497.2
19 33 67669.7
19 34 4531.5
19 35 43832.0
19 36 31686.8
19 37 3595.2
19 38 70733.4
19 39 27676.0
19 40 42445.4
19 41 35338.0
19 42 9602.0
19 43 7236.3
19 44 33239.7
19 45 33270.0
19 46 25811.4
19 47 10441.6
19 48 71805.8
19 49 27450.2
19 50 47192.3
19 51 53856.9
19 52 33084.7
19 53 22059.1
19 54 18504.1
19 55 30496.3
19 56 32489.1
19 57 43809.8
19 58 28881.3
19 59 47591.5
19 60 13271.8
19 61 20721.2
19 62 25617.9
19 63 18081.9
19 64 6973.2
19 65 35533.3
19 66 27374.6
19 67 66933.8
19 68 15015.3
19 69 31343.7
19 70 38308.3
19 71 3612.7
19 72 49841.7
19 73 23552.5
19 74 5604.4
19 75 3467.5
19 76 30181.5
19 77 32318.6
19 78 11649.7
19 79 41145.8
19 80 3024.9
19 81 31321.2
19 82 34049.6
19 83 19730.7
19 84 26221.1
19 85 6447.1
19 86 29386.9
19 87 49812.7
19 88 20599.1
19 89 12254.3
19 90 10563.8
19 91 10129.7
19 92 41780.6
19 93 37298.2
19 94 32718.5
19 95 23292.5
19 96 3995.4
19 97 16431.9
19 98 52504.9
19 99 56910.1
20 0 25346.6
20 1 12699.0
20 2 25433.6
20 3 54624.5
20 4 30684.0
20 5 39825.0
20 6 35474.2
20 7 7935.8
20 8 1817.2
20 9 26794.7
20 10 18851.2
20 11 83811.7
20 12 8301.4
20 13 7150.7
20 14 47376.8
20 15 37076.1
20 16 33053.1
20 17 11551.4
20 18 26537.1
20 19 10226.8
20 20 0.0
20 21 9483.4
20 22 45704.2
20 23 11438.5
20 24 36409.2
20 25 16385.5
20 26 43916.2
20 27 47905.0
20 28 28405.4
20 29 15768.5
20 30 9303.5
20 31 6179.3
20 32 26788.0
20 33 72243.8
20 34 6792.0
20 35 45807.0
20 36 36260.9
20 37 9398.7
20 38 75307.5
20 39 18877.9
20 40 47019.4
20 41 28082.7
20 42 1081.7
20 43 11810.4
20 44 34712.8
20 45 28486.4
20 46 34632.6
20 47 214.8
20 48 76379.9
20 49 36271.3
20 50 42408.7
20 51 58431.0
20 52 37658.8
20 53 25452.5
20 54 13916.0
20 55 39317.5
20 56 37063.2
20 57 48383.9
20 58 34137.8
20 59 45228.4
20 60 22092.9
20 61 26362.0
20 62 25959.1
20 63 24294.1
20 64 12554.4
20 65 36189.0
20 66 28030.3
20 67 71507.9
20 68 8151.5
20 69 35917.8
20 70 38964.0
20 71 12401.9
20 72 58662.8
20 73 26126.8
20 74 6940.1
20 75 7435.8
20 76 34755.6
20 77 27535.0
20 78 10546.4
20 79 39692.5
20 80 8708.3
20 81 35895.2
20 82 25181.5
20 83 20386.4
20 84 26051.6
20 85 5827.3
20 86 25328.2
20 87 54386.8
20 88 19558.2
20 89 5673.3
20 90 16776.0
20 91 10815.9
20 92 40855.8
20 93 46119.4
20 94 23727.2
20 95 25866.8
20 96 6231.4
20 97 25253.0
20 98 54278.1
20 99 61484.1
21 0 22929.5
21 1 6110.0
21 2 32070.4
21 3 48941.9
21 4 37747.3
21 5 33236.1
21 6 28885.2
21 7 13324.4
21 8 10625.9
21 9 29631.0
21 10 13168.6
21 11 77222.8
21 12 6269.1
21 13 12539.3
21 14 51389.8
21 15 39718.4
21 16 27370.5
21 17 4592.5
21 18 27561.5
21 19 3271.2
21 20 9483.4
21 21 0.0
21 22 49814.8
21 23 14610.2
21 24 41558.7
21 25 13976.8
21 26 47929.3
21 27 41316.1
21 28 25996.8
21 29 6317.3
21 30 5928.0
21 31 4509.8
21 32 31937.6
21 33 65654.9
21 34 3087.5
21 35 42025.1
21 36 29672.0
21 37 4413.3
21 38 68718.5
21 39 27584.3
21 40 40430.5
21 41 33921.6
21 42 9510.3
21 43 4322.1
21 44 34761.9
21 45 33710.4
21 46 26591.8
21 47 9698.2
21 48 69791.0
21 49 30588.7
21 50 47632.7
21 51 51842.1
21 52 31069.8
21 53 23581.3
21 54 17087.7
21 55 33634.8
21 56 30474.2
21 57 41794.9
21 58 25642.3
21 59 48478.3
21 60 16410.3
21 61 23859.6
21 62 23888.8
21 63 14842.9
21 64 3944.1
21 65 33804.2
21 66 25645.5
21 67 64918.9
21 68 13598.9
21 69 29328.9
21 70 36579.2
21 71 6751.2
21 72 49697.7
21 73 21745.5
21 74 4160.4
21 75 4246.3
21 76 28166.7
21 77 32759.0
21 78 12428.5
21 79 39729.4
21 80 3843.0
21 81 29306.3
21 82 32633.2
21 83 18001.6
21 84 27107.9
21 85 5030.7
21 86 27970.5
21 87 47797.8
21 88 19182.7
21 89 12694.7
21 90 7324.7
21 91 8398.7
21 92 40051.5
21 93 40436.7
21 94 32535.9
21 95 21485.5
21 96 3574.0
21 97 19570.4
21 98 50665.4
21 99 54895.2
22 0 43470.8
22 1 52420.1
22 2 24596.1
22 3 95628.9
22 4 29150.0
22 5 66489.0
22 6 66900.2
22 7 38213.4
22 8 43899.4
22 9 21117.3
22 10 59855.6
22 11 104482.5
22 12 50985.3
22 13 39127.7
22 14 66744.3
22 15 17801.3
22 16 74057.6
22 17 51272.6
22 18 60218.1
22 19 51231.2
22 20 45704.3
22 21 49814.8
22 22 0.0
22 23 36768.5
22 24 52494.4
22 25 59082.7
22 26 63197.9
22 27 80830.3
22 28 69469.6
22 29 55721.7
22 30 51059.0
22 31 46210.8
22 32 48770.9
22 33 90457.5
22 34 46940.4
22 35 60261.7
22 36 69186.1
22 37 50693.9
22 38 92999.8
22 39 34375.9
22 40 79473.8
22 41 23061.0
22 42 45093.5
22 43 51531.6
22 44 66364.2
22 45 42930.1
22 46 75637.0
22 47 45919.0
22 48 100061.7
22 49 77275.7
22 50 58429.6
22 51 76644.7
22 52 70584.0
22 53 61096.3
22 54 34626.5
22 55 80321.8
22 56 62929.3
22 57 75622.0
22 58 70439.8
22 59 66615.1
22 60 63097.4
22 61 68691.2
22 62 36525.5
22 63 64247.3
22 64 52275.5
22 65 42002.1
22 66 37851.6
22 67 88502.5
22 68 37554.5
22 69 68814.2
22 70 37891.8
22 71 53406.3
22 72 96784.2
22 73 48487.5
22 74 46602.9
22 75 48927.0
22 76 67652.0
22 77 43814.0
22 78 52079.3
22 79 32266.4
22 80 50123.6
22 81 68791.6
22 82 25159.0
22 83 39586.5
22 84 56764.0
22 85 45003.3
22 86 23150.1
22 87 87312.0
22 88 34914.5
22 89 47617.4
22 90 57107.4
22 91 46192.1
22 92 33979.1
22 93 87123.8
22 94 27461.2
22 95 48199.6
22 96 47238.4
22 97 66257.4
22 98 64162.0
22 99 77172.8
23 0 18782.3
23 1 17215.5
23 2 21577.3
23 3 60424.4
23 4 27254.3
23 5 40076.4
23 6 37996.1
23 7 4829.5
23 8 9633.7
23 9 16584.7
23 10 24651.1
23 11 83463.5
23 12 15780.7
23 13 4630.1
23 14 53248.4
23 15 26672.1
23 16 38853.0
23 17 16068.0
23 18 35399.6
23 19 16026.6
23 20 11438.5
23 21 14610.2
23 22 36768.5
23 23 0.0
23 24 41771.3
23 25 23878.1
23 26 49787.9
23 27 50742.3
23 28 35898.1
23 29 20517.2
23 30 15854.4
23 31 11006.3
23 32 32659.7
23 33 69438.5
23 34 11735.9
23 35 39242.7
23 36 39098.2
23 37 15489.3
23 38 72115.8
23 39 24175.7
23 40 49856.7
23 41 23428.5
23 42 10827.8
23 43 16327.0
23 44 41545.7
23 45 33784.2
23 46 40432.4
23 47 11653.3
23 48 77185.6
23 49 42071.2
23 50 47706.5
23 51 55625.8
23 52 40496.1
23 53 33482.6
23 54 2493.7
23 55 45117.3
23 56 36083.2
23 57 49731.4
23 58 37878.0
23 59 51100.0
23 60 27892.8
23 61 33854.6
23 62 15339.1
23 63 29042.7
23 64 17071.0
23 65 26820.5
23 66 18678.3
23 67 67663.5
23 68 5329.1
23 69 38755.1
23 70 29468.3
23 71 18201.7
23 72 63897.6
23 73 21678.3
23 74 11398.4
23 75 13722.5
23 76 37592.9
23 77 32832.8
23 78 19460.5
23 79 29072.6
23 80 14919.0
23 81 38732.5
23 82 22140.2
23 83 13379.5
23 84 31945.5
23 85 9798.7
23 86 14924.2
23 87 57224.1
23 88 8938.2
23 89 14369.3
23 90 21902.8
23 91 10987.5
23 92 30235.9
23 93 51919.2
23 94 22588.5
23 95 21324.6
23 96 12033.9
23 97 31052.9
23 98 47713.9
23 99 56288.9
24 0 58537.3
24 1 45484.4
24 2 27898.2
24 3 77804.8
24 4 26671.2
24 5 72610.4
24 6 68259.6
24 7 38268.6
24 8 35516.1
24 9 47778.7
24 10 41878.1
24 11 116597.1
24 12 37909.5
24 13 37483.5
24 14 15533.8
24 15 52631.1
24 16 43426.8
24 17 44336.8
24 18 22305.1
24 19 41118.3
24 20 36409.2
24 21 41558.8
24 22 52494.4
24 23 41771.3
24 24 0.0
24 25 33319.5
24 26 11766.2
24 27 80690.5
24 28 36008.3
24 29 47843.9
24 30 39003.0
24 31 39735.8
24 32 10890.8
24 33 105029.2
24 34 39374.3
24 35 78997.7
24 36 69046.3
24 37 40152.6
24 38 108092.9
24 39 21980.8
24 40 79804.9
24 41 30547.3
24 42 35605.2
24 43 44595.8
24 44 23203.2
24 45 10250.3
24 46 60765.9
24 47 36624.0
24 48 109165.3
24 49 59909.1
24 50 8730.5
24 51 91216.4
24 52 70444.2
24 53 26384.2
24 54 42493.0
24 55 64090.2
24 56 69848.6
24 57 81169.3
24 58 66923.2
24 59 15404.6
24 60 48226.3
24 61 35645.3
24 62 54595.1
24 63 55104.5
24 64 45260.8
24 65 66076.5
24 66 57934.2
24 67 104293.3
24 68 38484.3
24 69 68703.2
24 70 67748.8
24 71 41708.2
24 72 84148.3
24 73 59683.3
24 74 40064.6
24 75 38185.6
24 76 67541.0
24 77 10250.3
24 78 30463.3
24 79 63581.2
24 80 39462.2
24 81 68680.6
24 82 27646.2
24 83 53134.5
24 84 18851.0
24 85 39383.8
24 86 48863.0
24 87 87172.2
24 88 48462.5
24 89 31755.6
24 90 48851.3
24 91 44372.4
24 92 65016.0
24 93 67687.3
24 94 29275.5
24 95 59423.3
24 96 37984.8
24 97 49963.2
24 98 87468.8
24 99 94269.6
25 0 33087.7
25 1 18830.5
25 2 35205.3
25 3 47166.7
25 4 40431.1
25 5 45956.5
25 6 41605.7
25 7 22592.2
25 8 16725.5
25 9 38898.8
25 10 8653.2
25 11 88845.3
25 12 8245.9
25 13 21807.2
25 14 40598.1
25 15 48986.3
25 16 17327.8
25 17 17683.0
25 18 16011.1
25 19 12454.6
25 20 16385.5
25 21 13976.8
25 22 59082.7
25 23 23878.1
25 24 33319.5
25 25 0.0
25 26 37137.5
25 27 49837.1
25 28 12054.3
25 29 20261.9
25 30 9339.3
25 31 13969.9
25 32 23619.2
25 33 78375.3
25 34 13233.7
25 35 53548.2
25 36 40059.4
25 37 10198.8
25 38 81439.1
25 39 26732.1
25 40 51892.1
25 41 37854.3
25 42 15519.0
25 43 17942.0
25 44 20879.7
25 45 27497.3
25 46 27541.0
25 47 16600.2
25 48 81413.4
25 49 28769.9
25 50 41335.3
25 51 64562.6
25 52 41143.7
25 53 9699.1
25 54 26355.6
25 55 32008.5
25 56 43194.7
25 57 53362.0
25 58 35171.8
25 59 37686.5
25 60 15001.4
25 61 9976.5
25 62 34014.7
25 63 21879.6
25 64 17678.8
25 65 43930.1
25 66 35771.4
25 67 77639.4
25 68 22866.8
25 69 41372.7
25 70 46705.2
25 71 10682.3
25 72 51353.8
25 73 33867.9
25 74 13924.0
25 75 10322.9
25 76 40171.4
25 77 26545.9
25 78 8887.8
25 79 48997.3
25 80 10465.9
25 81 41350.2
25 82 34953.2
25 83 28127.6
25 84 16316.1
25 85 14298.5
25 86 37238.3
25 87 56548.1
25 88 28450.6
25 89 13858.5
25 90 17819.5
25 91 18557.0
25 92 50160.5
25 93 38661.5
25 94 34402.0
25 95 33607.9
25 96 11844.2
25 97 16738.3
25 98 62019.2
25 99 67615.7
26 0 66410.1
26 1 52783.0
26 2 38601.7
26 3 80476.1
26 4 37374.6
26 5 79909.1
26 6 75558.3
26 7 46285.1
26 8 43023.2
26 9 58482.2
26 10 45696.2
26 11 123895.8
26 12 41727.6
26 13 45500.0
26 14 5349.0
26 15 63334.6
26 16 46098.1
26 17 51635.5
26 18 24976.4
26 19 47042.5
26 20 43916.2
26 21 47929.3
26 22 63197.9
26 23 49787.9
26 24 11766.2
26 25 37137.5
26 26 0.0
26 27 86880.2
26 28 38679.6
26 29 54214.4
26 30 42821.0
26 31 47242.9
26 32 20748.6
26 33 112327.9
26 34 46715.5
26 35 86870.6
26 36 76345.0
26 37 44218.8
26 38 115391.6
26 39 32684.3
26 40 87103.5
26 41 41250.8
26 42 43112.3
26 43 51894.5
26 44 24642.9
26 45 20953.8
26 46 64584.0
26 47 44131.0
26 48 116463.9
26 49 62580.4
26 50 10096.8
26 51 98515.1
26 52 77742.9
26 53 29055.5
26 54 52265.4
26 55 66761.5
26 56 77147.2
26 57 88467.9
26 58 72214.8
26 59 10759.6
26 60 52044.4
26 61 38316.6
26 62 64308.4
26 63 58922.6
26 64 51631.4
26 65 75789.8
26 66 67647.6
26 67 111591.9
26 68 46500.8
26 69 76001.9
26 70 78437.6
26 71 45526.3
26 72 86819.6
26 73 67190.3
26 74 47405.7
26 75 43804.6
26 76 74839.7
26 77 20953.8
26 78 36924.9
26 79 74284.7
26 80 44485.8
26 81 75979.3
26 82 38349.7
26 83 61450.0
26 84 21294.4
26 85 46890.8
26 86 59566.5
26 87 93591.1
26 88 57907.5
26 89 39262.7
26 90 54468.6
26 91 51879.4
26 92 75719.6
26 93 70358.6
26 94 39979.0
26 95 66930.3
26 96 45325.9
26 97 52929.3
26 98 95341.7
26 99 101568.2
27 0 37359.4
27 1 38313.2
27 2 70221.6
27 3 32712.1
27 4 75898.6
27 5 15671.6
27 6 16436.7
27 7 51475.6
27 8 49047.6
27 9 60675.3
27 10 41315.0
27 11 44473.3
27 12 46328.9
27 13 50690.6
27 14 90340.7
27 15 66318.5
27 16 47783.2
27 17 37227.0
27 18 65753.7
27 19 43331.0
27 20 47905.0
27 21 41316.1
27 22 80830.3
27 23 50742.3
27 24 80690.4
27 25 49837.1
27 26 86880.2
27 27 0.0
27 28 53181.5
27 29 36689.2
27 30 45987.8
27 31 41844.8
27 32 71069.3
27 33 37511.0
27 34 41699.2
27 35 35377.1
27 36 11644.1
27 37 44473.1
27 38 45683.8
27 39 66005.9
27 40 5137.5
27 41 71416.9
27 42 47932.0
27 43 37486.0
27 44 70622.3
27 45 72842.1
27 46 25936.8
27 47 48119.8
27 48 36972.7
27 49 28435.4
27 50 86764.4
27 51 29999.3
27 52 12230.5
27 53 59441.7
27 54 53150.9
27 55 27962.7
27 56 18677.8
27 57 13233.3
27 58 18080.2
27 59 87429.2
27 60 36386.1
27 61 50144.2
27 62 46356.0
27 63 27957.5
27 64 38229.9
27 65 43866.6
27 66 44966.3
27 67 43741.0
27 68 51750.2
27 69 13474.6
27 70 51443.9
27 71 44443.4
27 72 18180.5
27 73 33426.8
27 74 41336.9
27 75 44306.1
27 76 13342.5
27 77 71890.7
27 78 51781.4
27 79 58260.5
27 80 43902.8
27 81 13356.8
27 82 70784.5
27 83 41835.0
27 84 66058.7
27 85 42763.1
27 86 59014.8
27 87 6965.1
27 88 46365.1
27 89 51826.4
27 90 36146.6
27 91 41336.8
27 92 57232.1
27 93 31811.5
27 94 70957.5
27 95 33408.9
27 96 42705.7
27 97 36290.8
27 98 39948.0
27 99 39389.9
28 0 45107.7
28 1 29669.3
28 2 44873.4
28 3 44834.4
28 4 48837.1
28 5 50661.6
28 6 48719.6
28 7 34612.2
28 8 28745.4
28 9 50918.8
28 10 15037.6
28 11 93056.2
28 12 20265.9
28 13 33827.1
28 14 42140.1
28 15 61006.2
28 16 9266.3
28 17 28530.4
28 18 16279.8
28 19 23862.1
28 20 28405.4
28 21 25996.8
28 22 69469.5
28 23 35898.1
28 24 36008.3
28 25 12054.3
28 26 38679.5
28 27 53181.6
28 28 0.0
28 29 29063.6
28 30 21359.3
28 31 25989.9
28 32 27463.8
28 33 82662.8
28 34 25253.7
28 35 65148.9
28 36 44270.3
28 37 22218.8
28 38 88961.3
28 39 35138.2
28 40 56103.1
28 41 47522.5
28 42 27539.0
28 43 28789.4
28 44 21056.9
28 45 33823.9
28 46 29617.9
28 47 28620.2
28 48 85624.4
28 49 27425.6
28 50 44024.2
28 51 71474.0
28 52 45003.5
28 53 10340.4
28 54 38375.6
28 55 31606.7
28 56 51141.9
28 57 57572.9
28 58 39973.6
28 59 39228.5
28 60 18241.1
28 61 3553.3
28 62 46034.7
28 63 28264.0
28 64 29533.4
28 65 55950.1
28 66 47791.4
28 67 85161.6
28 68 34886.8
28 69 45851.8
28 70 58725.1
28 71 20824.8
28 72 51664.8
28 73 44869.3
28 74 25944.0
28 75 22342.8
28 76 44952.5
28 77 33823.9
28 78 19976.0
28 79 61017.2
28 80 22485.8
28 81 45734.0
28 82 44621.3
28 83 40147.5
28 84 17858.1
28 85 26318.5
28 86 49258.3
28 87 59892.5
28 88 40470.5
28 89 24946.7
28 90 24905.2
28 91 30577.0
28 92 62180.5
28 93 34716.8
28 94 44070.1
28 95 44609.3
28 96 23864.2
28 97 17774.5
28 98 72864.5
28 99 77094.3
29 0 21270.0
29 1 7046.3
29 2 38355.5
29 3 43563.6
29 4 44032.5
29 5 30200.5
29 6 25849.6
29 7 19609.5
29 8 16911.0
29 9 35537.9
29 10 14157.1
29 11 74091.0
29 12 12554.2
29 13 18824.4
29 14 57674.9
29 15 45594.0
29 16 28439.2
29 17 5939.9
29 18 33846.6
29 19 9556.3
29 20 15768.5
29 21 6317.3
29 22 55721.7
29 23 20517.2
29 24 47843.9
29 25 20261.9
29 26 54214.4
29 27 36689.2
29 28 29063.6
29 29 0.0
29 30 12213.1
29 31 10436.4
29 32 38222.7
29 33 62556.5
29 34 9372.6
29 35 38922.4
29 36 26079.5
29 37 10698.4
29 38 65620.2
29 39 33869.4
29 40 37298.7
29 41 40206.7
29 42 15795.5
29 43 6198.9
29 44 41047.1
29 45 39995.5
29 46 20759.8
29 47 15983.3
29 48 66659.2
29 49 25210.4
29 50 53917.8
29 51 48743.7
29 52 27193.3
29 53 29866.5
29 54 22994.6
29 55 28256.5
29 56 27375.8
29 57 38663.2
29 58 21191.9
29 59 54763.4
29 60 14219.0
29 61 25714.0
29 62 24263.9
29 63 9010.9
29 64 6942.9
29 65 34179.3
29 66 26020.6
29 67 61820.5
29 68 19884.1
29 69 26197.1
29 70 36954.3
29 71 13036.3
29 72 43865.8
29 73 18642.8
29 74 9928.6
29 75 10531.4
29 76 25034.9
29 77 39044.1
29 78 18713.6
29 79 40688.6
29 80 10128.1
29 81 26174.5
29 82 38918.3
29 83 18376.7
29 84 33393.0
29 85 11315.8
29 86 33877.4
29 87 43400.1
29 88 21235.1
29 89 18979.8
29 90 4875.5
29 91 9803.4
29 92 40426.6
29 93 35058.4
29 94 38821.0
29 95 18382.8
29 96 9859.1
29 97 17379.1
29 98 47567.0
29 99 51796.8
30 0 25064.0
30 1 10781.7
30 2 33141.3
30 3 47148.1
30 4 38391.7
30 5 37907.8
30 6 33556.9
30 7 14568.5
30 8 9643.5
30 9 30875.1
30 10 11374.8
30 11 81894.5
30 12 1093.4
30 13 13783.5
30 14 46281.6
30 15 40962.6
30 16 25576.7
30 17 9634.2
30 18 22453.3
30 19 5008.3
30 20 9303.5
30 21 5928.0
30 22 51059.0
30 23 15854.4
30 24 39003.0
30 25 9339.3
30 26 42821.0
30 27 45987.8
30 28 21359.3
30 29 12213.1
30 30 0.0
30 31 5946.2
30 32 29302.7
30 33 70326.5
30 34 5210.0
30 35 45524.5
30 36 34343.7
30 37 2184.6
30 38 73390.2
30 39 26511.0
30 40 45102.2
30 41 35165.7
30 42 8437.1
30 43 9893.2
30 44 30124.5
30 45 31406.6
30 46 27156.2
30 47 9518.3
30 48 74462.6
30 49 28794.9
30 50 45328.9
30 51 56513.8
30 52 35741.5
30 53 18943.9
30 54 18331.9
30 55 31841.1
30 56 35145.9
30 57 46466.6
30 58 31538.1
30 59 43370.0
30 60 14616.5
30 61 19315.8
30 62 25991.0
30 63 20738.7
30 64 9630.0
30 65 35906.4
30 66 27747.7
30 67 69590.6
30 68 14843.1
30 69 34000.6
30 70 38681.5
30 71 4925.5
30 72 51186.4
30 73 25844.2
30 74 5900.3
30 75 2224.0
30 76 32838.4
30 77 30455.2
30 78 9506.1
30 79 40973.6
30 80 2260.6
30 81 33978.0
30 82 32889.2
30 83 20103.9
30 84 21999.6
30 85 6274.8
30 86 29214.6
30 87 52469.5
30 88 20426.9
30 89 10926.6
30 90 13220.6
30 91 10533.3
30 92 42136.9
30 93 38642.9
30 94 31553.5
30 95 25584.2
30 96 3820.5
30 97 17776.6
30 98 53995.5
30 99 59566.9
31 0 19167.3
31 1 6638.7
31 2 28524.8
31 3 50516.2
31 4 34201.8
31 5 33764.8
31 6 29413.9
31 7 9778.8
31 8 7321.8
31 9 26027.0
31 10 14742.9
31 11 77751.5
